eid,doi,pii,pubmed_id,title,subtype,subtypeDescription,creator,afid,affilname,affiliation_city,affiliation_country,author_count,author_names,author_ids,author_afids,coverDate,coverDisplayDate,publicationName,issn,source_id,eIssn,aggregationType,volume,issueIdentifier,article_number,pageRange,description,authkeywords,citedby_count,openaccess,fund_acr,fund_no,fund_sponsor,abstract,include?
2-s2.0-85115099809,10.3991/ijet.v16i17.22889,,,The Use of The High-Performance Computing in The Learning Process,ar,Article,Serik M.,,L.N. Gumilyov Eurasian National University,Nur-Sultan,Kazakhstan,,,,,2021-01-01,2021,International Journal of Emerging Technologies in Learning,18688799,21100197967,18630383,Journal,16,17,,240-254,,,0,1,,,,"The need for specialists with high-performance computing skills is growing day by day. This is due to the fact that the high-performance process of processing big data is one of the most pressing problems today. This is especially important in science, economics, physical modeling, medicine, bioinformatics, weather forecasting, etc.
This article analyzes the conditions for teaching high-performance computing, the experience of leading universities in the world, and it is established that teaching high-performance computing requires study. High performance computing training was carried out on 3 different hardware equipment (a personal computer, a supercomputer “Param-Bilim” India – Kazakhstan Centre of Excellence in ICT [IKCOEICT] at L.N. Gumilyov Eurasian National University and a quantum computer in the cloud IBM Quantum Experience) using different algorithms in the C ++ and Phyton programming languages. The effectiveness of the calculation results in the educational process was determined as a result of the completed questionnaire.",NO
2-s2.0-85114805973,10.1007/s13042-021-01405-6,,,An improved neural dynamics based approach with territorial mechanism to online path planning of multi-robot systems,ar,Article,Yi X.,,Shenzhen University,Shenzhen,China,,,,,2021-01-01,2021,International Journal of Machine Learning and Cybernetics,18688071,19700177336,1868808X,Journal,,,,,,,0,0,,,,"The coordination of multi-robot system (MRS) are applied commonly to various fields of the automotive industry. In a variety of cooperative modes, online path planning with obstacles avoidance is a fundamentally important hotspot, especially in a 3-D, complex, or dynamic environment. In the paper, an improved neural dynamics based approach with territorial mechanism is proposed to online path planning of MRS, which can be used as the online path planner for multi-AUVs and multi-UAVs in complex and dynamic environments. This approach integrates biological neural network, computational fluid dynamics, and territorial mechanism of animals, which has the characteristics and advantages of the biological nervous system, namely self-regulation, self-adaptation, self-organization, etc. It can cope with a variety of accidents during path planning, such as the disappearance of targets, the breakdown of robots, the change of environments, and so forth. Meanwhile, the proposed approach has better time performance and is insensitive to the number of robots in MRS. During the path planning of MRS, it can also guarantee to balance workload and to reduce entire workload and total time, which enhance robustness and fairness. The effectiveness and efficiency of the proposed approach are demonstrated by simulations and comparative studies.",NO
2-s2.0-85114673783,10.1016/j.ijcci.2021.100388,S2212868921000854,,Exploring the development of mental rotation and computational skills in elementary students through educational robotics,ar,Article,Diago P.D.,,Universitat de València,Valencia,Spain,,,,,2021-01-01,2021,International Journal of Child-Computer Interaction,22128689,21100228541,,Journal,,,100388,,,,0,0,,,,"Highlights

•

Robotic map-reading tasks promote significant gains in CT in 8-year-old students

•

Bee-bot produces significant improvements in CT compared to traditional instruction

•

Bee-bot enhances CT for the 3rd grade students through map-reading task
Interest in educational robotics has increased over the last decade. Through various approaches, robots are being used in the teaching and learning of different subjects at distinct education levels. The present study investigates the effects of an educational robotic intervention on the mental rotation and computational thinking assessment in a 3rd grade classroom. To this end, we carried out a quasi-experimental study involving 24 third-grade students. From an embodied approach, we have designed a two-hour intervention providing students with a physical environment to perform tangible programming on Bee-bot. The results revealed that this educational robotic proposal aimed at map-reading tasks leads to statistically significant gains in computational thinking. Moreover, students who followed the Bee-bot-based intervention achieved greater CT level compared to students following a traditional instruction approach, after controlling student’s prior level. No conclusive results were found in relation to mental rotation.",SI
2-s2.0-85114652119,10.1109/TIE.2021.3105977,,,Towards Proactive Human Robot Collaborative Assembly: A Multimodal Transfer Learning-Enabled Action Prediction Approach,ar,Article,Li S.,,Hong Kong Polytechnic University,Kowloon,Hong Kong,,,,,2021-01-01,2021,IEEE Transactions on Industrial Electronics,02780046,26053,15579948,Journal,,,,,,,0,0,,,,"Human-robot collaborative assembly (HRCA) is vital for achieving high-level flexible automation for mass personalization in todays smart factories. However, existing works in both industry and academia mainly focus on adaptive robot planning, while seldom consider human operators intentions in advance. Hence, it hinders the HRCA transition towards a proactive manner. To overcome the bottleneck, this research proposes a multimodal transfer learning-enabled action prediction approach, serving as the prerequisite to ensure the Proactive HRCA. Firstly, a multimodal intelligence-based action recognition approach is proposed to predict ongoing human actions by leveraging the visual stream and skeleton stream with short-time input frames. Secondly, a transfer learning-enabled model is adapted to transfer learned knowledge from daily activities to industrial assembly operations rapidly for online operator intention analysis. Thirdly, a dynamic decision-making mechanism including the robotic decision and motion control is described to allow mobile robots to assist operators in a proactive manner. Lastly, an aircraft bracket assembly task is demonstrated in the lab environment, and the comparative study result shows that the proposed approach outperforms other state-of-the-art ones for efficient action prediction.",NO
2-s2.0-85114097466,10.1002/oca.2781,,,Path planning of mobile robot in unknown dynamic continuous environment using reward-modified deep Q-network,ar,Article,Huang R.,,Guangzhou University,Guangzhou,China,,,,,2021-01-01,2021,Optimal Control Applications and Methods,01432087,25529,10991514,Journal,,,,,,,0,0,,,,"The path planning problem of mobile robot in unknown dynamic environment (UDE) is discussed in this article by building a continuous dynamic simulation environment. To achieve a collision-free path in UDE, the reinforcement learning theory with deep Q-network (DQN) is applied for the mobile robot to learn optimal decisions. A reward function is designed with weight to balance the obstacle avoidance and the approach to the goal. Moreover, it is found that the relative motion between moving obstacles and robots may cause abnormal rewards and further lead to a collision between robot and obstacle. To address this problem, two reward thresholds are set to modify the abnormal rewards, and the experiments shows that the robot can avoid all obstacles and reach the goal successfully. Finally, double DQN (DDQN) and dueling DQN are applied in this article. This article compares the results of reward-modified DQN (RMDQN), reward-modified DDQN (RMDDQN), dueling RMDQN, and dueling RMDDQN and concludes that the result of RMDDQN is the best.",NO
2-s2.0-85114090768,10.1155/2021/5532210,,,Soccer-assisted training robot based on image recognition omnidirectional movement,ar,Article,Tan B.,,Hunan Institute of Science and Technology,Yueyang,China,,,,,2021-01-01,2021,Wireless Communications and Mobile Computing,15308669,17543,15308677,Journal,2021,,5532210,,,,0,1,,,,"With the continuous emergence and innovation of computer technology, mobile robots are a relatively hot topic in the field of artificial intelligence. It is an important research area of more and more scholars. The core of mobile robots is to be able to realize real-time perception of the surrounding environment and self-positioning and to conduct self-navigation through this information. It is the key to the robot’s autonomous movement and has strategic research significance. Among them, the goal recognition ability of the soccer robot vision system is the basis of robot path planning, motion control, and collaborative task completion. The main recognition task in the vision system is the omnidirectional vision system. Therefore, how to improve the accuracy of target recognition and the light adaptive ability of the robot omnidirectional vision system is the key issue of this paper. Completed the system construction and program debugging of the omnidirectional mobile robot platform, and tested its omnidirectional mobile function, positioning and map construction capabilities in the corridor and indoor environment, global navigation function in the indoor environment, and local obstacle avoidance function. How to use the local visual information of the robot more perfectly to obtain more available information, so that the “eyes” of the robot can be greatly improved by relying on image recognition technology, so that the robot can obtain more accurate environmental information by itself has always been domestic and foreign one of the goals of the joint efforts of scholars. Research shows that the standard error of the experimental group’s shooting and dribbling test scores before and the experimental group’s shooting and dribbling test results after the standard error level is 0.004, which is less than 0.05, which proves the use of soccer-assisted robot-assisted training. On the one hand, we tested the positioning and navigation functions of the omnidirectional mobile robot, and on the other hand, we verified the feasibility of positioning and navigation algorithms and multisensor fusion algorithms.",NO
2-s2.0-85113864073,10.1109/TEVC.2021.3106672,,,Genetic Programming for Manifold Learning: Preserving Local Topology,ar,Article,Lensen A.,,Victoria University of Wellington,Wellington,New Zealand,,,,,2021-01-01,2021,IEEE Transactions on Evolutionary Computation,1089778X,25037,19410026,Journal,,,,,,,0,0,,,,"Manifold learning methods are an invaluable tool in today’s world of increasingly huge datasets. Manifold learning algorithms can discover a much lower-dimensional representation (embedding) of a high-dimensional dataset through non-linear transformations that preserve the most important structure of the original data. State-of-the-art manifold learning methods directly optimise an embedding without mapping between the original space and the discovered embedded space. This makes interpretability — a key requirement in exploratory data analysis — nearly impossible. Recently, genetic programming has emerged as a very promising approach to manifold learning by evolving functional mappings from the original space to an embedding. However, genetic programming-based manifold learning has struggled to match the performance of other approaches. In this work, we propose a new approach to using genetic programming for manifold learning, which preserves local topology. This is expected to significantly improve performance on tasks where local neighbourhood structure (topology) is paramount. We compare our proposed approach with various baseline manifold learning methods and find that it often outperforms other methods, including a clear improvement over previous genetic programming approaches. These results are particularly promising, given the potential interpretability and reusability of the evolved mappings.",NO
2-s2.0-85113255459,10.1080/0305215X.2021.1958210,,,Continuous trajectory planning based on learning optimization in high dimensional input space for serial manipulators,ar,Article,Zhang S.,,Beihang University,Beijing,China,,,,,2021-01-01,2021,Engineering Optimization,0305215X,29114,10290273,Journal,,,,,,,0,0,,,,"In order to generate trajectories continuously for serial manipulators with high dimensional degrees of freedom (DOFs) in a dynamic environment, a real-time trajectory planning method based on optimization and machine learning aimed at high dimensional inputs is presented. A learning optimization (LO) framework is established. Multiple criteria are defined to evaluate the performance quantitatively, and implementations with different sub-methods are discussed. In particular, a database generation method based on input space mapping is proposed for generating valid and representative samples. The methods presented are applied on a practical application—haptic interaction in virtual reality systems. The results show that the input space mapping method significantly elevates the efficiency and quality of database generation and consequently improves the performance of the LO. With the LO method, real-time trajectory generation with high dimensional inputs is achieved, which lays the foundation for robots with high dimensional DOFs to execute complex tasks in dynamic environments.",NO
2-s2.0-85112656163,10.1109/TRO.2021.3096069,,,A Hierarchical Coordination Framework for Joint Perception-Action Tasks in Composite Robot Teams,ar,Article,Seraj E.,,Georgia Institute of Technology,Atlanta,United States,,,,,2021-01-01,2021,IEEE Transactions on Robotics,15523098,95101,19410468,Journal,,,,,,,0,0,,,,"We propose a collaborative planning and control algorithm to enhance cooperation for composite teams of autonomous robots in dynamic environments. Composite robot teams are groups of agents that perform different tasks according to their respective capabilities in order to accomplish an overarching mission. Examples of such teams include groups of perception agents (can only sense) and action agents (can only manipulate) working together to perform disaster response tasks. Coordinating robots in a composite team is a challenging problem due to the heterogeneity in the robots’ characteristics and their tasks. Here, we propose a coordination framework for composite robot teams. The proposed framework consists of two hierarchical modules: First, A multiagent state-action-reward-time-state-action algorithm in multiagent partially observable semi-Markov decision process as the high-level decision-making module to enable perception agents to learn to surveil in an environment with an unknown number of dynamic targets and second, a low-level coordinated control and planning module that ensures probabilistically guaranteed support for action agents. Simulation and physical robot implementations of our algorithms on a multiagent robot testbed demonstrated the efficacy and feasibility of our coordination framework by reducing the overall operation times in a benchmark wildfire-fighting case study.",NO
2-s2.0-85112623879,10.1109/TSMC.2021.3096935,,,An Improved Dyna-Q Algorithm for Mobile Robot Path Planning in Unknown Dynamic Environment,ar,Article,Pei M.,,Harbin Institute of Technology,Harbin,China,,,,,2021-01-01,2021,"IEEE Transactions on Systems, Man, and Cybernetics: Systems",21682216,12952,21682232,Journal,,,,,,,0,0,,,,"This article deals with the problem of mobile robot path planning in an unknown environment that contains both static and dynamic obstacles, utilizing a reinforcement learning approach. We propose an improved Dyna-Q algorithm, which incorporates heuristic search strategies, simulated annealing mechanism, and reactive navigation principle into Q-learning based on the Dyna architecture. A novel action-selection strategy combining ϵ-greedy policy with the cooling schedule control is presented, which, together with the heuristic reward function and heuristic actions, can tackle the exploration-exploitation dilemma and enhance the performance of global searching, convergence property, and learning efficiency for path planning. The proposed method is superior to the classical Q-learning and Dyna-Q algorithms in an unknown static environment, and it is successfully applied to an uncertain environment with multiple dynamic obstacles in simulations. Further, practical experiments are conducted by integrating MATLAB and robot operating system (ROS) on a physical robot platform, and the mobile robot manages to find a collision-free path, thus fulfilling autonomous navigation tasks in the real world.",NO
2-s2.0-85112623797,10.1109/TSE.2021.3101818,,,Combining Genetic Programming and Model Checking to Generate Environment Assumptions,ar,Article,Gaaloul K.,,University of Luxembourg,Esch-sur-Alzette,Luxembourg,,,,,2021-01-01,2021,IEEE Transactions on Software Engineering,00985589,18711,19393520,Journal,,,,,,,0,0,,,,"Software verification may yield spurious failures when environment assumptions are not accounted for. Environment assumptions are the expectations that a system or a component makes about its operational environment and are often specified in terms of conditions over the inputs of that system or component. In this article, we propose an approach to automatically infer environment assumptions for Cyber-Physical Systems (CPS). Our approach improves the state-of-the-art in three different ways: First, we learn assumptions for complex CPS models involving signal and numeric variables; second, the learned assumptions include arithmetic expressions defined over multiple variables; third, we identify the trade-off between soundness and coverage of environment assumptions and demonstrate the flexibility of our approach in prioritizing either of these criteria. We evaluate our approach using a public domain benchmark of CPS models from Lockheed Martin and a component of a satellite control system from LuxSpace, a satellite system provider. The results show that our approach outperforms state-of-the-art techniques on learning assumptions for CPS models, and further, when applied to our industrial CPS model, our approach is able to learn assumptions that are sufficiently close to the assumptions manually developed by engineers to be of practical value.",NO
2-s2.0-85112113296,10.1109/ACCESS.2021.3093233,,,Assessment of a Robotic Assistant for Supporting Homework Activities of Children with ADHD,ar,Article,Berrezueta-Guzman J.,,Universidad Politécnica de Madrid;CEDIA,Madrid;Cuenca,Spain;Ecuador,,,,,2021-01-01,2021,IEEE Access,,21100374601,21693536,Journal,9,,9466828,93450-93465,,,0,1,,,,"Robotics, Artificial Intelligence (AI), and the Internet of Things (IoT) support various processes in many scenarios of modern life such as e-health and psychological treatments. This article presents the design, development, implementation, and assessment of a Robotic Assistant (RA), named “Atent@”, as a support tool in the homework activities of children with Attention Deficit Hyperactivity Disorder (ADHD). Interacting with the children the RA helps them correct their bad habits and misbehavior caused by the disorder. Its features and functionalities were designed by therapists, implementing AI algorithms to process information and make decisions in real-time to help children to be focused on their homework. This RA interacts with smart objects deployed at home, which are associated with the activity under observation (desk and chair). This solution allows therapists to receive more accurate information about the homework sessions inside the home. At the same time, remote interaction with the child is made possible (through the RA) to provide new instructions and support him/her along with the sessions. This RA is a significant evolution of an earlier version. All the improvements brought to the project by the modifications in technical and qualitative features are explained. Furthermore, the experiment and its results are presented to illustrate the clinical potential. This project shows that the RA can not only make observations with a high degree of precision like an expert (teacher/therapist) but also positively influences the homework performance of children with and without ADHD.",NO
2-s2.0-85111817143,10.1007/s13198-021-01219-3,,,Research on manipulator motion planning for complex systems based on deep learning,ar,Article,Ding W.,,Tangshan Normal University,Tangshan,China,,,,,2021-01-01,2021,International Journal of Systems Assurance Engineering and Management,09756809,19700177002,09764348,Journal,,,,,,,0,0,,,,"Manipulator control and planning for complex systems has become a fantasizing concept for the current age robotics bases technological era. The manipulator motion control and planning deals with various challenges of obstacle avoidance and complex environmental conditions which are dealt in this article. This paper addresses the crucial challenges of the current manipulator planning approaches by utilizing the concept of deep learning. A dynamic deep neural network enabled iterative manipulator motion planning framework for complex systems is proposed in this article to deal with the task specific manipulators. The proposed methodology includes three basic modules: a dynamic deep neural network module for input modelling, an iterative trajectory planning and propagation module and a manipulator control and planning module for complex systems. The presented model learns from training and predicts the robot configuration path by generating the feasible task-specific trajectories. The model testing is done on a large dataset including multiple working environments and different manipulator planning problems. The results of the proposed framework are evaluated for different performance indicators and a success rate of 95.19% is achieved consistently with respective minimized error rate of 0.213. The proposed deep learning-based methodology not only make the manipulator learning task specific, but it generalizes the manipulator planning for complex systems, making it more optimal and efficient. The proposed framework when tested over different environments while upholding the computational gains.",NO
2-s2.0-85111611942,10.1109/TRO.2021.3096070,,,Constrained Motion Planning Networks X,ar,Article,Qureshi A.H.,,"University of California, San Diego",San Diego,United States,,,,,2021-01-01,2021,IEEE Transactions on Robotics,15523098,95101,19410468,Journal,,,,,,,0,0,,,,"Constrained motion planning is a challenging field of research, aiming for computationally efficient methods that can find a collision-free path on the constraint manifolds between a given start and goal configuration. These planning problems come up surprisingly frequently, such as in robot manipulation for performing daily life assistive tasks. However, few solutions to constrained motion planning are available, and those that exist struggle with high computational time complexity in finding a path solution on the manifolds. To address this challenge, we present Constrained Motion Planning Networks X (CoMPNetX). It is a neural planning approach, comprising a conditional deep neural generator and discriminator with neural gradients-based fast projection operator. We also introduce neural task and scene representations conditioned on which the CoMPNetX generates implicit manifold configurations to turbo-charge any underlying classical planner such as sampling-based motion planning methods for quickly solving complex constrained planning tasks. We show that our method finds path solutions with high success rates and lower computation times than state-of-the-art traditional path-finding tools on various challenging scenarios.",NO
2-s2.0-85111396087,10.1108/ITSE-04-2021-0074,,,The effect of self-regulated programming learning on undergraduate students’ academic performance and motivation,ar,Article,Öztürk M.,,Aksaray Üniversitesi,Aksaray,Turkey,,,,,2021-01-01,2021,Interactive Technology and Smart Education,17415659,21100385802,17588510,Journal,,,,,,,0,0,,,,"Purpose

The purpose of this study was to investigate the effect of self-regulated programming learning on undergraduate students’ academic performance and motivation compared to traditional methods.

Design/methodology/approach

This study was conducted with an explanatory sequential mixed method. Participants consist of 31 undergraduate students studying in the department of computer and instructional technologies education. The students were separated into two groups as experimental (n = 15) and control (n = 16) in the robotic programming course. Academic performance tests, programming motivation scale and interview form were used as data collection tools. After collecting quantitative data, interviews were conducted with the students regarding their academic performance and motivation.

Findings

The results indicated that the self-regulated programming learning process can contribute positively to students’ academic performance and motivation compared to traditional methods. Students stated that self-regulated learning strategies can positively affect their academic performance and motivation.

Originality/value

In this study, a self-regulated learning support system was designed to encourage students to use self-regulated learning strategies. This study has the potential to contribute to the gap in the literature, especially as a study of adapting the phased model of self-regulated learning to programming teaching. Instructors can use the self-regulating programming learning framework by adapting it to different disciplines.",SI
2-s2.0-85111071624,10.1109/TPAMI.2021.3088063,,,Batch Reinforcement Learning with a Nonparametric Off-Policy Policy Gradient,ar,Article,Tosatto S.,,University of Alberta,Edmonton,Canada,,,,,2021-01-01,2021,IEEE Transactions on Pattern Analysis and Machine Intelligence,01628828,24254,19393539,Journal,,,,,,,0,0,,,,"Off-policy Reinforcement Learning (RL) holds the promise of better data efficiency as it allows sample reuse and potentially enables safe interaction with the environment. Current off-policy policy gradient methods either suffer from high bias or high variance, delivering often unreliable estimates. The price of inefficiency becomes evident in real-world scenarios such as interaction-driven robot learning, where the success of RL has been rather limited, and a very high sample cost hinders straightforward application. In this paper, we propose a nonparametric Bellman equation, which can be solved in closed form. The solution is differentiable w.r.t the policy parameters and gives access to an estimation of the policy gradient. In this way, we avoid the high variance of importance sampling approaches, and the high bias of semi-gradient methods. We empirically analyze the quality of our gradient estimate against state-of-the-art methods, and we show that it outperforms the baselines in terms of sample efficiency on classical control tasks.",NO
2-s2.0-85111043036,10.1109/ACCESS.2021.3098706,,,Mobile Robot Dynamic Path Planning Based on Self-Adaptive Harmony Search Algorithm and Morphin Algorithm,ar,Article,Quan Y.,,Guangzhou University,Guangzhou,China,,,,,2021-01-01,2021,IEEE Access,,21100374601,21693536,Journal,9,,9491151,102758-102769,,,0,1,,,,"As a vital part of autonomous navigation of mobile robot, path planning is a hot research direction which aims at searching a shortest collision-free path from the starting position to the goal position in a complex environment. In this paper, a method for global dynamic path planning is designed based on improved self-adaptive harmony search algorithm (ISAHS) and Morphin algorithm. Firstly, to improve the quality of new solution vector, a neighbors and optimal learning strategy is introduced. Secondly, two key parameters are adjusted adaptively and a probability disturbance strategy is designed for renewing harmony memory, and then an improved self-adaptive harmony search algorithm is proposed to obtain an initial optimal path in the static environment. Finally, the Morphin algorithm is introduced to avoid the moving obstacles in real time. Simulation results indicate that the proposed method performs well in planning an initial static optimal path and it can avoid all preset moving obstacles effectively.",NO
2-s2.0-85110923610,10.1109/TCNS.2021.3097306,,,Adaptive Online Distributed Optimal Control of Very-Large-Scale Robotic Systems,ar,Article,Zhu P.,,Marshall University,Huntingdon,United States,,,,,2021-01-01,2021,IEEE Transactions on Control of Network Systems,,21100358105,23255870,Journal,,,,,,,0,0,,,,"Autonomous systems comprised of many cooperative agents have the potential for enabling long-duration tasks and data collection critical to the understanding of a wide range of phenomena in spatially and temporally variable environments. The adaptive distributed optimal control approach presented in this article extends online approximate dynamic programming to very-large-scale robotics (VLSR) systems that must operate and adapt to highly uncertain and variable environments. Optimal mass transport theory is used to show that, in the Wasserstein–Gaussian mixture model space, the VLSR system's cost to go can be represented by a value functional of the robot distribution and dynamic environmental maps. The approach is demonstrated on a cooperative path planning problem in which knowledge of the obstacles in the environment changes incrementally over time based on in situ measurements. Numerical simulations show that the proposed approach significantly outperforms existing methods by finding an approximately optimal solution that avoids obstacles and meets a desired final robot distribution using minimum energy.",NO
2-s2.0-85107792880,10.1007/s10798-021-09677-3,,,Cultivating students’ computational thinking through student–robot interactions in robotics education,ar,Article,Qu J.R.,,The Education University of Hong Kong,Hong Kong,China,,,,,2021-01-01,2021,International Journal of Technology and Design Education,09577572,21389,15731804,Journal,,,,,,,0,1,,,,"This research focuses on student–robot interaction in the learning environment of robotics education (RE) and attempts to explore how it cultivates students’ computational thinking (CT). Different from child–robot interactions as investigated in the social robot field, student–robot (S–R) interactions focus mainly on the process of interaction between learners and programmable robot kits in RE settings. At a four-week robotics summer camp in China, mixed-methods research was conducted. Forty primary school students and one dedicated robotics teacher participated in this research, while 32 students and the teacher completed all the lessons and data collection procedures of the summer camp. Results indicated that students’ CT skill increased during the summer camp and that the change in their CT skill was positively correlated to the time spent on S–R interaction. Additionally, how three kinds of S–R interaction—programming-computing, observational investigation, and participatory investigation—cultivated students’ CT were found. Moreover, the hierarchy of three S–R interactions and students’ role-shifting in the hierarchy were discussed. Previous studies rarely discussed S–R interaction; however, this kind of interaction should be explored because it provides more information about students’ natural learning process, which might be meaningful to RE practice.",SI
2-s2.0-85106358112,10.46328/IJEMST.1205,,,Discovering concepts of geometry through robotics coding activities,ar,Article,Kim Y.R.,,Texas A&amp;M University-San Antonio,San Antonio,United States,,,,,2021-01-01,2021,"International Journal of Education in Mathematics, Science and Technology",,21100896316,2147611X,Journal,9,3,,406-425,,,0,1,,,,"In recent years, mathematics classrooms in the U.S. and around the world have seen an increasing integration of educational robotics with interest from both students and teachers. Through their robotics coding activities, students in the present study discovered the concepts of special angle pairs in geometry—namely, complementary and supplementary angles—as they learned to navigate the immediate feedback from the robot Sphero SPRK+ into a trial-and-error mathematics problem-solving process. Students’ experiences in these three coding activities revealed, to a certain extent, that engaging in reflective play could be shaped into meaningful teachable moments where students could participate in a “doing with learning” pedagogical method using educational robotics. These activities had transferability implications that might afford STEM learning access and opportunities for students to develop not only mathematical reasoning skills, but also problem solving and critical thinking skills operable to a coding environment. This paper presents students’ use of educational robotics in a school geometry curriculum setting to demonstrate the possibility that mathematics concepts could be gathered and mastered in a playful and informal manner, and that robotics games and computer coding could be performed and framed in a thoughtful and challenging manner.",SI
2-s2.0-85106067286,10.1108/AA-11-2020-0161,,,Human-robot skills transfer interface for UAV-based precision pesticide in dynamic environments,ar,Article,Zhou X.,,Zhejiang University of Technology;Central South University,Hangzhou;Changsha,China;China,,,,,2021-01-01,2021,Assembly Automation,01445154,24904,,Journal,41,3,,345-357,,,1,0,,,,"Purpose

Nowadays, the global agricultural system is highly dependent on the widespread use of synthetic pesticides to control diseases, weeds and insects. The unmanned aerial vehicle (UAV) is deployed as a major part of integrated pest management in a precision agriculture system for accurately and cost-effectively distributing pesticides to resist crop diseases and insect pests.

Design/methodology/approach

With multimodal sensor fusion applying adaptive cubature Kalman filter, the position and velocity are enhanced for the correction and accuracy. A dynamic movement primitive is combined with the Gaussian mixture model to obtain numerous trajectories through the teaching of a demonstration. Further, to enhance the trajectory tracking accuracy under an uncertain environment of the spraying, a novel model reference adaptive sliding mode control approach is proposed for motion control.

Findings

Experimental studies have been carried out to test the ability of the proposed interface for the pesticides in the crop fields. The effectiveness of the proposed interface has been demonstrated by the experimental results.

Originality/value

To solve the path planning problem of a complex unstructured environment, a human-robot skills transfer interface is introduced for the UAV that is instructed to follow a trajectory demonstrated by a human teacher.",NO
2-s2.0-85105851507,10.1109/ACCESS.2021.3079351,,,Neural-Guided Inductive Synthesis of Functional Programs on List Manipulation by Offline Supervised Learning,ar,Article,Wang Y.,,East China Normal University,Shanghai,China,,,,,2021-01-01,2021,IEEE Access,,21100374601,21693536,Journal,9,,9427519,71521-71534,,,0,1,,,,"Synthesizing intended programs from user-specified input-output examples, also known as Programming by Examples (PBE), is a challenging problem in program synthesis, and has been applied to a wide range of domains. A key challenge in PBE is to efficiently discover a user-intended program in the search space that can be exponentially large. In this work, we propose a method for automatic synthesis of functional programs on list manipulation, by using offline-trained Recurrent Neural Network (RNN) models to guide the program search. We adopt miniKanren, an embedded domain-specific language for flexible relational programming, as an underlying top-down deductive search engine of candidate programs that are consistent with input-output examples. Our approach targets an easy and effective integration of deep learning techniques in making better PBE systems and combines two technical ideas on generating diverse training dataset and designing rich feature embeddings of probable subproblems for synthesis generated by deductive search. The offline-learned model is then used in PBE to guide the top-down deductive search with specific strategies. To practically manipulate data structures of lists, our method synthesizes functional programs with popular higher-order combinators including map, foldl and foldr. We have implemented our method and evaluated it with challenging program synthesis tasks on list manipulation. The experiments show promising results on the performance of our method compared to related state-of-the-art inductive synthesizers.",NO
2-s2.0-85105790327,10.29333/ejmste/10842,,,"A Study of the Impact of Arduino and Visual Programming In Self-Efficacy, Motivation, Computational Thinking and 5th Grade Students’ Perceptions on Electricity",ar,Article,Ntourou V.,,,,,,,,,2021-01-01,2021,"Eurasia Journal of Mathematics, Science and Technology Education",13058215,4400151729,13058223,Journal,17,5,,1-11,,,1,1,,,,"This article presents a quasi-experiment which, with the use of Arduino and Scratch for Arduino (S4A), attempts to study their effect on self-efficacy and motivation towards Science Education, Computational Thinking (CT) and the views of 5th Grade students about concepts of electricity. It was conducted on the 5th Grade of a Primary School in Greece. The research team chose the quantitative method, which was conducted through the delivery of four questionnaires that were mainly consisted of close-ended questions. In order to achieve triangulation and a deeper understanding of the topic, it was considered important to include individual open interviews. The data processing failed to prove the effect on motivation, while in self-efficacy it was proved only partially. However, the effect was explicit in view of the conceptual understanding of electricity and CT. The specific project could spur the prosecution of an extended research, aiming at the probe on the one hand of how the existing outcome is confirmed and on the other hand how they are preserved through time, for the purpose of insinuating computational methods and tools into primary education.",SI
2-s2.0-85104775712,10.1007/s00521-021-05972-1,,,Fully neural object detection solutions for robot soccer,ar,Article,Szemenyei M.,,Budapest University of Technology and Economics,Budapest,Hungary,,,,,2021-01-01,2021,Neural Computing and Applications,09410643,24800,14333058,Journal,,,,,,,0,1,,,,"RoboCup is one of the major global AI events, gathering hundreds of teams from the world’s best universities to compete in various tasks ranging from soccer to home assistance and rescue. The commonality of these three seemingly dissimilar tasks is that in order to perform well, the robot needs to excel at the all major AI tasks: perception, control, navigation, strategy and planning. In this work, we focus on the first of these by presenting what is—to our knowledge—the first fully neural vision system for the Nao robot soccer. This is a challenging task, mainly due to the limited computational capabilities of the Nao robot. In this paper, we propose two novel neural network architectures for semantic segmentation and object detection that ensure low-cost inference, while improving accuracy by exploiting the properties of the environment. These models use synthetic transfer learning to be able to learn from a low number of hand-labeled images. The experiments show that our models outperform state-of-the-art methods such as Tiny YOLO at a fraction of the cost.",NO
2-s2.0-85103980055,10.1016/j.isatra.2021.03.046,S0019057821001956,,A Hybrid MPC for Constrained Deep Reinforcement Learning applied for Planar Robotic Arm,ar,Article,Al-Gabalawy M.,,Future University in Egypt,Cairo,Egypt,,,,,2021-01-01,2021,ISA Transactions,00190578,29805,,Journal,,,,,,,2,0,,,,"This article has been withdrawn at the request of the author(s). The authors apologize for any inconvenience this may cause.

The full Elsevier Policy on Article Withdrawal can be found at https://www.elsevier.com/about/our-business/policies/article-withdrawal.",NO
