include?,text_to_proc
,Saenz-Otero A. zerorobotic student competition aboard international space station  designation international space station national laboratory enhance ability use facility educational objective mit space systems laboratory aurora flight sciences start zerorobotic program enable high school student participate directly science conduct aboard iss program base successful history first robotic competition open development sphere software algorithm high school student purpose team develop simulation allow student many grade level program satellite concept zerorobotic competition consist three phase software algorithm annual competition hardware enhancement sphere open announcement participation sphere first phase already implementation pilot program run competition mit flat floor aboard iss two idaho school fall cp Massachusetts Institute of Technology IEEE Aerospace Conference Proceedings Conference Proceeding 0
,Toz M. dynamics simulation toolbox industrial robot manipulator  new robot toolbox dynamic simulation base matlab graphical user interface gui develop educational purpose build previous version name robolab perform kinematics analysis robot manipulators toolbox present paper provide interactive realtime simulation visualization industrial robot manipulator dynamic base langrangeeuler newtoneuler formulation since industrial robot manipulator produce six degree freedom of puma fanuc arcmate ib stanford arm library toolbox include sixteen fundamental of robot manipulator ruler wrist software use interactively perform robotic analysis offline programming robot dynamic forward inverse dynamic well interactively teach simulate basic principle robot dynamic realistic way order demonstrate userfriendly feature toolbox much well simulation ns robot manipulator stanford arm provide example riley periodicals inc compute apply eng edu publish online riley interscience wwwintersciencewileycom doi cae ar Kocaeli Ãniversitesi Computer Applications in Engineering Education Journal 0
,Yu L. multirobot exploration mission plan stochastic increment replanne load balance  multirobot mission planning compose assignment allocation mobilerobot route planning paper multirobot exploration missions adopt fuzzy mean cm algorithm allocate heterogeneous interactive cultural hybrid algorithm ficha devise route planning order optimize mobilerobot execution path meanwhile design multirobot mission replanne mechanism base rule system greedy algorithm dynamic stochastic increment mission finally extensive simulation experiment show cm assignment allocation ficha route plan efficacious mobilerobot exploration mission planning furthermore improve greedy algorithm base experience rule meet dynamic stochastic increment mission replanne requirement load balance ar Central South University Frontiers of Electrical and Electronic Engineering in China Journal 0
,Sooraska P.   nocpu chaotic robot classroom commerce  decade chaotic signal adopt generate gain robot via simple effective chaotic circuit within without cup signal use guide robot navigate chaotically type robot useful many application range engineering education high school science project military define task alike computer simulation use various choice chaotic pattern reveal pattern chaotic orbit generate cha circuit good sense wide area coverage high availability design documentation easy circuit construction experimental result show chaotic robot describe article promise transform several task device vacuum cleaner lawn power define vehicle on costeffective utilization simply do embed chaotic circuit target application without cup ar King Mongkut's Institute of Technology Ladkrabang IEEE Circuits and Systems Magazine Journal 0
,Kucuk S. offline robot simulation toolbox  robotic gain popularity education many engineering school offer robotic course study novel robot toolbox robolab develop educational user improve understand robotic fundamental interactive realtime simulation understand manipulator movement d space increase number joint difficult engineering student mathematical model joint space physical space become complex order overcome complexity robolab base matlab graphical user interface gui include library different degree freedom of fundamental serial robot manipulator user option view animation robot manipulator choose one create gun base robot project robolab provide valuable analysis tool student engineering professional compute rotation transformation matrix forward inverse kinematic trajectory planning additionally allow user use powerful matlab feature control datum format order illustrate feature robolab rs cylindrical robot manipulator give example usage real industrial robot laboratory may expensive way teach robotic course robolab may help student accomplish course project involve robot minimum cost see d space robot application effectively riley periodicals inc compute apply eng edu publish online riley interscience wwwintersciencewileycom doi cae ar Kocaeli Ãniversitesi Computer Applications in Engineering Education Journal 0
,West M.D. testing technology strategy exploration australian mars analogue review  australia ideal test ground preparation robotic human exploration mars numerous site landform process analogous mars present desert central australia provide range location freerange mars analogue mission simulation late development test technology strategy exploration australian mars analogue review include trial analogue space suit base mechanical counter pressure technology development analogue crew pressurize rover longrange exploration field science activity instrumentation test relevant robotic future crew mission discuss australianle human factor research undertaken expeditions mars analogue research station expeditions antarctica also review education public outreach activity relate mars analogue research australia also detail ar The Australian National University;NASA Ames Research Center Planetary and Space Science Journal 0
,Groemer G. human performance data high workload environment simulate mars expedition austromar  austromar simulation crew expedition surface planet mars take place april mars desert research station mars utah six carefully select analogue astronaut candidate perform experiment field robotic analogue planetary life science well human exploration week mission mars serve base research activity exploratory excursion model selection training principle astronaut pilot although nutshell crew underwent training include education science engineering skill well physical mental training dense flight plan physically challenge experiment include extravehicular activity complimentary set human factor research experiment offer unique opportunity study impact high workload crew vigilance datum present focus validate pupillographic sleepiness test salivary assay data dhe cortisol pos fast insulin ms complimentary set reaction cognitive function test well novel technique use eye movement indicator vigilance fatigue monitoring system famous datum person simulate flight crew complement prepostflight measurement well test subject backup crew ar Austrian Space Forum Acta Astronautica Journal 0
,Bidarra J. exploratory learning geodromo design emotional cognitive factor within educational crossmedia experience  paper present geodromo prototype educational multimedia system part portuguese ciencia viva live science educational program aim young people design innovative characteristic project base robotic multimedia simulator online puzzle game aim exploratory learn geology climate biology archeology associate portuguese national park development prototype challenge involve interweave advanced technology multimedia content online resource base research promote design emotional cognitive factor educational communication independent scientific relevance topic inherent technocultural appeal project aim bring student closer undercover reality authentic get digital medium representation allow convey emotion naturally find major success factor establishment effective relationship technology pedagogy require study particular topic ar Universidade Aberta Journal of Research on Technology in Education Journal 0
,Khatib O. robots human  robotic rapidly expand human environment vigorously stay engage emerge challenge largely dominant industrial focus robotic undergo turn new millennium major transformation scope dimension expansion bring maturity field advance related technology address press need humancentere robotic application interact explore work human new generation robot increasingly touch people live home workplace community provide support service entertainment education manufacture personal health care assistance successful introduction robot human environment rely development competent practical system dependable safe easy use presentation focus effort develop humanfriendly robotic system combine essential characteristic safety humancompatibility performance emphasis new design concept novel sense modality ii efficient planning wholebody robot control strategy iii roboticbased synthesis human motion skill humanfriendly robot design effort focus development intrinsically safe robotic system possess requisite capability performance interact work human novel design concept base hybrid actuation approach consist biomimetic pneumatic muscle combine small electric motor flexible muscle lightweight mechanism allow human safety electric motors compensate slow dynamic nonlinearities pneumatic concept show significantly decrease inherent danger robotic manipulator measure term reflect mass perceive point impact safety enhance addition robot skin provide impact reduction tactile sense capability advanced sensor base behavior redundancy major challenge planning control humanoid robot inspire human behavior early work robot control encode task diverse constraint artificial potential field capture humanlike goaldriven behavior implement behavior robot complex humanlike structure develop unify wholebody taskoriente control structure address dynamic context multiple task multipoint contact multiple constraint performance effectiveness approach demonstrate extensive robot dynamic simulation implementations physical robot experimental validation new framework provide multitask prioritize control architecture allow simultaneous execution multiple objective hierarchical manner analogous natural human motion initially motivate development humanlike skill robotic extensive study human musculoskeletal system bring insight result prove extremely valuable human biomechanic understand human motion complex procedure require accurate reconstruction movement sequence model musculoskeletal kinematic dynamic actuation suitable criterion characterization performance issue much common problem articulate body system study robotic research building methodologie technique develop robotic host new effective tool establish synthesis human motion include efficient algorithms simulation musculoskeletal systems novel physiomechanical criterion performance measure realtime track reconstruction human motion accurate human performance characterization development provide new avenue explore human motion exciting prospect novel clinical therapies athletic training performance improvement cp Stanford University Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics) Book Series 0
,GonÃ§alves J. foster advance mechatronic robotic resort simulation  paper present model simulation wheel mobile robot design operate structured environment development robot software base simulation mobile robot simulate resort simtwo custom make simulator develop author purpose test produce control software industrial humanoid wheeled robot present example field edutainment robotic present localization navigation fire fight robot contest arena omnidirectional mobile robot equip brushless motor infrare distance sensor edutainment robotic play important role education due inherent multidisciplinary concept involve motivate student technological area also play important role research development expect outcome emerge later transfer application area service robot manufacturing cp Instituto Politecnico de Braganca IFAC Proceedings Volumes (IFAC-PapersOnline) Conference Proceeding 0
,"Da Silva M.M. educational robotic game transit education base lego mindstorms nxt platform  paper describe development educational game use lego mindstorms nxt platform educational robotic java technology seek construction knowledge transit education child fun interesting waywith game child experience situation urban traffic lead reflection attitude take view typical situation game seek simulate urban traffic close realworld situation cp Universidade Federal do Amazonas Proceedings - 2010 Brazilian Symposium on Games and Digital Entertainment, SBGames 2010 Conference Proceeding 0"
,Yousfi D. design pm motor drive course dsp base robot traction system laboratory  paper present part north africaeurope collaboration result education develop projectoriente course power electronics motor drive field course aim teach permanent magnet motor drive close real world project significant size depth motivational namely mobile robot project particular skill student acquire relative detailed design implementation pm motor controller dsp base rapid prototyping environment simulation work complete use graphical modeling tool simulinkplecs realtime implementation achieve mean ezdspf board simulinkti c embed target tool flexible development environment fit robot traction system well provide exactly functionality necessary efficient pm motor drive teaching demonstrate set simulation experiment ar UniversitÃ© Cadi Ayyad Journal of Power Electronics Journal 0
,Hernandez-Belmonte U. manipulation taper optical fiber  tapered optical fiber difficult handle diameter micrometer give fragility tapered region automatic mechanism handle assure optical fiber break shear stress induce manipulate manually work propose design methodology automatic manipulator taper optical fiber result robotic prototype construct use educational robotic platform show deal interaction different element devise use taper standard optical fiber analyze thus interaction element robotic subsystem order achieve modular design design methodology use purpose include tool model work environment like google ketchup tool cad available model robotic subsystem like mlcad way specify set modular mechanism integrate robotic manipulator taper optical fiber perform test build prototype mock environment second advantage propose methodology possibility test virtual environment use simulation capability available tool cp Universidad de Guanajuato IEEExPO 2009 - 3rd Conference of University of Guanajuato IEEE Students Chapter Conference Proceeding 0
,"Mahyuddin M. neurofuzzy algorithm implement alter pga mobile robot obstacle avoidance mission  paper present design obstacle avoidance program mobile robot incorporate neurofuzzy algorithm use alter field programmable gate array pga development de board neurofuzzybasedobstacle avoidance program simulate implement hardware system use alter quartus ii design software systemonprogrammablechip soc builder bio ii integrate design environment ide software pga development education board de bio ii ide software use simulate process weight training mobile robot serve test platform program ultrasonic sensor serve motor use test platform sense element actuator respectively serve motor use move robot single serve motor use adjust sense direction ultrasonic sensor alter pga development board prove successful embed system platform neurofuzzy algorithm implement test remote testing do mobile robot obstacle avoidance mission via establish radio frequency rf communication use digi bee rf module cp Universiti Sains Malaysia IEEE Region 10 Annual International Conference, Proceedings/TENCON Conference Proceeding 0"
,"Belkhouche M. formal specification simulation robot path planner  simulation software play important role education research application provide safe easy flexible environment develop test new method however develop simulation software reflect exact behavior real system difficult complicated task paper use hybrid process algebra build formal model describe exact behavior path planner module autonomous mobile robots robot path planner describe powerful recursive process robot move four mode headingregulation movetogoal movetointergoal obstacleavoidance mode motion mode describe process overall behavior path planner result communication four process develop model implement simulator mobile robot cp University of North Texas Conference Proceedings - IEEE International Conference on Systems, Man and Cybernetics Conference Proceeding 0"
,Connolly C. technology applications abb robotstudio  purpose purpose paper examine capability technological feature application particular industrial robot simulation package designmethodologyapproach paper begin introduction general characteristic distinguish technological feature robotstudio next detailed study tool use company develop bespoke automation solution particularly food industry finally educational value software address finding robotstudio use improve efficiency accuracy robot programming reduce downtime also role remote maintenance troubleshoot risk management education originalityvalue study approach achievement automation integrator make technological feature software easy understand proper context ar Stalactite Technologies Ltd. Industrial Robot Journal 0
,"LÃ³pez-NicolÃ¡s G. simulation tool active learning robot control programming  simulation powerful tool different area research development education simulation also important role robotic paper present active learning experience two course robotic framework industrial engineering degree benefit active learning activity widely acknowledge discuss paper contribute new activity design context activity base two simulation tool develop courses robotscene sgrobot describe methodology simulation tool use projectbased learning activity activity carry successfully several year experience motivate activity student improve understand theoretical concept involve besides essential tool develop control programming ability cp Universidad de Zaragoza 20th EAEEIE Annual Conference, EAEEIE 2009 - Formal Proceedings Conference Proceeding 0"
,"Othman N. assembly virtual arrick robot web base robotic lab  virtual reality vr technology often regard natural extension d computer graphic advance input output device one benefit education read vr ability visualize simulate interact virtual object ability allow student trial error session practice real thing integration new technology software system education design manufacturing provide new boost field computeraide design one aspect design manufacturing may significantly affect vr design assembly development realistic virtual assembly environment challenge complexity physical process limitation available vr technology many research activity domain primarily focus particular aspect assembly task feasibility assembly operation term interference manipulate part virtual assembly environment propose research mechanical part assembly arrick robot cp Universiti Kebangsaan Malaysia Proceedings of the 2009 International Conference on Electrical Engineering and Informatics, ICEEI 2009 Conference Proceeding 0"
,"Fueanggan S. dynamic kinematics simulation robot  objective research design develop dynamic kinematic simulation software robot education purpose dynamic model robot controller compose six type robot pidcontroller kinematics model consider forward kinematic base denavithartenberg transformation matlab software apply create graphical user interface allow user choose different kind simulation component robot controller parameter simulate furthermore robosim use together matlab order display output three dimensional graphic base choose parameter user test result use analyze robot interface controllers addition kinematics analysis software apply robot design study cp Thammasat University 2009 International Association of Computer Science and Information Technology - Spring Conference, IACSIT-SC 2009 Conference Proceeding 0"
,"Wei C. neurofuzzy algorithm obstacle avoidance mission mobile robot use pga  navigation obstacle avoidance important task mission deploy accomplish autonomous mobile robot paper present design obstacle avoidance program mobile robot incorporate neurofuzzy algorithm use alter field programmable gate array pga development board generate collisionfree path mobile robot proper motion planning need neurofuzzybasedobstacle avoidance program simulate implement hardware system use alter quartusreg ii design software systemonprogrammablechip soc builder niosreg ii integrate design environment ide software pga development education board de simulation weight training process carry aid niosreg ii ide software mobile robot serve test platform program ultrasonic sensor serve motor use test platform sense element actuator respectively neurofuzzy algorithm successfully implement alter pga development board test remote mobile robot obstacle avoidance mission via establish radio frequency rf communication cp Universiti Sains Malaysia 2009 Innovative Technologies in Intelligent Systems and Industrial Applications, CITISIA 2009 Conference Proceeding 0"
,Kim J. evolutionary multiobjective optimization robot soccer system education  robot soccer system become stabilize use educational platform various topic mobile robotic teach one key topic education mobile robotic computational intelligencebase navigation paper propose multiobjective populationbase incremental learning mobil algorithm obtain fuzzy path planner optimal path ball minimize three objective elapse time head direction posture angle error robot soccer system mobil employ probabilistic mechanism generate new population use probability vector probability vector update refer nondominated solution population converge paretooptimal solution set simulation experiment result show effectiveness propose mobil viewpoint proximity paretooptimal set size dominate space coverage two set diversity metric implementing solution educational platform educate multiobjective optimization realize realworld problem ar Korea Advanced Institute of Science &amp; Technology IEEE Computational Intelligence Magazine Journal 0
,"Fang Z. lowcost modular robot research education control system mechatronic robotic  modular robotic active area research last decade also could excellent platform education paper describe ldquoneurobotrdquo modular multifunctional robot use hanson practical control theory mechatronic robotic teach engineering student describe aspect neurobot include mechanism control electronic communication architecture programming environment modular robot encourage creativity imagination student ensure student put practice fundamental law control teach class notable innovation include design new core serve unit module integrate programming environment support model simulation d visualization rapid control prototyping show neurobot could idea platform research education robotic relate specialty cp The International Joint Research Laboratory of Integrated Automation 2009 4th IEEE Conference on Industrial Electronics and Applications, ICIEA 2009 Conference Proceeding 0"
,"Barakat N. ultimate experience learn robotic building robot robotic course  engineering school currently include curriculum component introduce student field robotic multiple method technique use engineering educator help student gain familiarity interest robotic system application however rarely student get opportunity gain ultimate experience apply acquire knowledge field build actual robot building robot college course involve multiple challenge include robotic system high complexity requirement combine multiple knowledge base student study robotic end programming purchase robot simulate robot use software actually go reality challenge put system together make functional point experiment paper unique experience learn robotic system build actual robot present experience make available elective course robotic system engineering grand valley state university vsu school engineering soe produce robot two three joined arm configuration robot control programmable microcontroller build base classroom gain knowledge classroom student learn kinematic simplify dynamic robot well related topic laboratory student require apply learn concept kinematic design combination control system build robot help understand demonstrate concept course final project include robotic system build integrate team student project provide range challenge extend mechanical design control system project take team student diversify interest skill basis within course final outcome course work robotic system demonstrate student knowledge interest student use significantly proof competence level put together resume move next level career educational angle course provide student opportunity combine multiple knowledge set skill interest gain ultimate experience education produce functional system specification cp Grand Valley State University ASME International Mechanical Engineering Congress and Exposition, Proceedings Conference Proceeding 0"
,Mitnik R. collaborative robotic instruction graph teaching experience  graph key skill study physics draw interpret graph play key role understanding science lack prove handicap limiting factor learn scientific concept observe despite amount previous graphworking experience student age experience series difficulty try comprehend graph try relate physical concept position velocity acceleration several computational tool rise improve student understand kinematical graph however approach fail develop graph construction skill hand robot open new opportunity learn nevertheless educational application focus robotic relate subject robot programming robot construction artificial intelligence paper describe robotic activity base facetoface computer support collaborative learning mean set handheld robot tirelessly interconnect aim activity develop graph construction graph interpretation skill also reinforce kinematic concept result show student use robotic activity achieve significant increase graph interpreting skill moreover compare similar computersimulated activity prove almost twice effective finally robotic application prove highly motivating activity student foster collaboration among ar Pontificia Universidad CatÃ³lica de Chile Computers and Education Journal 0
,Tekerek M. human robot interaction application robotic education  aim robotic education make student know element robot enhance abilitie planning application use robot application experience exist mechanic construction order study accord certain curriculum need laboratory enhance befitting future setting certain practice computer take place collateral factor every field education practice computer hold place access control factor study current structure robotic education accentuate xr prepare accord experimental robot educational material d simulation improve capacity visualization movement robot synchronously provide observe movement robot advance opportunity watch visually without need robot move rhino xr robot mark controller constitution flexible manufacturing system laboratory gaz university engineering architecture faculty use application delhi personal edition compiler also use development period software ar Kahramanmaras SÃ¼tÃ§Ã¼ Imam Ãniversitesi Procedia - Social and Behavioral Sciences Conference Proceeding 0
,Yuan M. apfguide adaptive immune network algorithm robot path planning  inspire mechanism jeunes idiotypic network hypothesis new adaptive immune network algorithm ina present stimulation suppression antigen antibody take environment robot behavior antigen antibody respectively guide weight define base artificial potential field app method guide weight combine antibody vitality construct new antibody selection operator improve search efficiency addition update operator antibody vitality provide base baldwin effect result positive feedback mechanism search accelerate convergence immune network simulation experimental result show propose algorithm characterize high searching speed good convergence performance strong planning ability solve path plan well complicate environment ar Xi'an Jiaotong University Frontiers of Computer Science in China Journal 0
,Kolar H.R. complex realtime environmental monitoring hudson river estuary system  multiparameter multiscale realtime environmental monitoring river estuary system realize river estuary observatory network ren hudson river new york paper describe system development provide holistic view complex dynamic natural environment scientific research education management environmental policyrelated application system incorporate complex array sensor technology encompass physical chemical biological measurement domain ren support lagrangian eulerian autonomous robot sensor deployment well flexible telemetry option open consistent middleware architecture advance device management capability multimodal datum stream ingest analyze intelligent distribute stream data analysis system know system s challenge manage high volume complex heterogeneous datum address via distribute network intelligent computational node incorporate autonomic algorithm active knowledge management include temporal component ren provide adaptive computing environment provide isotropy term data access collaborative computation contrast traditional hierarchical control system sensor environment also present underlying information infrastructure supports robust integrate data modeling simulation visualization manifold ar International Business Machines IBM Journal of Research and Development Journal 0
,"Vucetic J. multimedia distance learning solution surgery  last decade advance medicine telemedicine computer technologies information system web application robotic telecommunication enable creation new solution train continue education various medical discipline chapter present recent development future trend distance learning surgeon focus follow goal build comprehensive worldwide virtual knowledge base various discipline surgery telesurgery include text document video case study expert surgeon opinion relevant reference b build virtual knowledge base rare medical case condition recommend procedure c interactive multimedia simulator hanson train surgical discipline build worldwide surgical community accelerate accumulation share late surgical breakthrough technological advance throughout world goal important goal improve patient health convenience reduce risk mortality complication request access librarian read chapter full text ch Alpha Mission, Inc Handbook of Research on Distributed Medical Informatics and E-Health Book 0"
,Escott M. incorporate simulation graduate resident medical education special reference emergency department  publisher summary use highfidelity simulation emergency medicine rapidly expand past decade complex scenario require instructor read aloud write script describe patient change condition force learner contribute significant amount imagination adequate simulator exist student would taught first observe one several procedure follow perform procedure patient supervision eventually own emergency procedure learn apprenticeship manner integration parttask trainer fullbody highfidelity robotic patient simulator clinical education dramatically change medical educator ability suspend disbelief utilize preprogrammed scenario achieve standardization complexity previously possible utilize approach training allow minimize risk patient challenge limitation traditional see one one teach one axiom advanced clinical simulation also useful achieve new accreditation council graduate medical education guideline establish resident training patient evaluation management chapter describe author experience incorporate simulation technology emergency medicine residency training curriculum relate teach evaluate various patient management skill ch Penn State Health Milton S. Hershey Medical Center Clinical Simulation Book 0
,"Jou M. learn robotics interactive webbase environment pl  compete highly competitive global market require commercialization knowledge technology produce well faster cheap multifunctional flexible intelligent product engineer involve product realization process must master technology develop quickly integrate product well ahead competition robotic interdisciplinary engineering subject play key role achieve goal thus robot recur theme engineering education many educator develop variety pedagogical tool curriculum increase ability competence student projectbase learning provide opportunity interdisciplinary learn traditional classroom emergence internet reform concept method engineering education paper present interactive learn environment enhance student participation motivation learn effectiveness research develop inquiry module allow student present query natural chinese language fashion engineering graphic addition study develop interactive learning platform include mechanism design assembly simulation manufacturing process mechatronic integration quantitative qualitative method questionnaire interview use evaluate effect develop system finding show inquiry module able facilitate investigation planning activity project develop stage result also show significant improvement participantspsila integration ability technology furthermore participant high initial computer skill also find show high performance compare low computer skill generally online interactive learning environment beneficial participant ought give attention deserve alterna show cp National Taiwan Normal University Proceedings of IEEE Workshop on Advanced Robotics and its Social Impacts, ARSO Conference Proceeding 0"
,Brost B. creation structurefunction relationship design simulation center  publisher summary chapter address structuralfunctional relationship various simulation space offer suggestion plan physical design use create integrate whole diverse relationship complement reinforce other design space standardize patient encounter tasktrainer skill development fullbody robotic patient simulator scenario typically inhospital care teaching latter stage room look like real environment simulate event expect occur labor delivery suite operating room emergency room intensive care unit patient recovery ward presence heterogeneous structure inhabit diverse user generate constraint latter relationship utility structure mindful use structurefunction relationship allow simulation center become live entity provide optimal learn environment adaptable variety learnereducator experience need structurefunction relationship intuitively obvious position wall door windows simulation space nee establish meaningful linkage simulation center basic scientific principle clinical practice cognizant educationally important question educational realm aware simulationbase learning principle also interaction learn environment affect trainee actor etc educational endeavor chapter share thought designer wise counsel experience operator establish simulation center ch Mayo Clinic Clinical Simulation Book 0
,"Ashby J. effectiveness collaborative technology remote lab delivery system  remote lab innovative approach engineering technology education allow learner access traditional laboratory facility online connection use internet interface technology simulation important instructional tool fully emulate lab learning environment validity online lab approach validate bet publish draft standard online lab session collaboration namely student work team lab exercise key ingredient create effective lab experience work continue globally development definitive approach yet exist design virtual collaborative learning methodology accordingly design remote lab delivery system foster support virtual social presence important issue technology continue advance paper review pedagogical basis presence collaboration remote lab environment present summary data research involve usability performance commercially available web collaboration tool deliver remote lab learning experience remote lab involved study allow student execute lab exercise industrial automation equipment include educational robot programmable logic controller associated peripheral hardware software cp Indiana State University Proceedings - Frontiers in Education Conference, FIE Conference Proceeding 0"
,"Soares L. laboratory platform teach computer vision control robotic system  nowadays due involved complex issue teach robotic demand new methodology one complex issue regard robotic use computer vision proper robot guide control university brasilia educational robotic workstation around rhino xr robot build student perform experience kinematic trajectory generation motion control new controller design introduce motion control visual serve new laboratory experiment allow implementation various visionbased control scheme positionbase d imagebase d hybrid d visual serve simulation experiment robot wireframe model scheme simulation robsim develop within matlab environment simulation environment flexible regard parameter adjustment robot camera targets workspace simulation experiment become satisfactory experiment perform robotic workstation primitive function build matlab allow model simulate large class manipulator cp Universidade de BrasÃ­lia Proceedings - Frontiers in Education Conference, FIE Conference Proceeding 0"
,Qi L. taskspace positionattitude track control fast fine tuning system  paper address taskspace positionattitude track control suspend parallel robot develop framework fivehundre meter aperture spherical radio telescope fast project base quaternion algebra novel modelindependent taskspace pd controller ensure endeffector position attitude tracking present simulation experimental result show new controller better control effect traditional jointspace controller ar Tsinghua University Frontiers of Mechanical Engineering in China Journal 0
,"Yang X. virtual reality base robotic learning system  paper describe system integrate virtual reality technology robotic education purpose robotic important area science technology virtual reality technology allow user interact efficiently d computerized environment real time use natural sense skill vr suitable tool develop robotic education system due inherent simulation modeling capability system three virtual robot model ds max kinematics simulation include forward kinematic inverse kinematic implement three virtual robot collision detection calculate kinematic simulation develop program intend provide authentic context generate high level motivation since robot expensive often beyond resource many university well design virtual robot useful instruction operation overcome challenge problem time student gain realistic experience simulation modeling program cp Purdue University Northwest Proceedings of the IEEE International Conference on Automation and Logistics, ICAL 2008 Conference Proceeding 0"
,Tsai W. ontologybased collaborative serviceoriented simulation framework microsoft robotics studiosup sup  serviceoriented architecture soa concept service discover application compose via service discovery bring great flexibility application development y chen wt tai distribute serviceoriented software development kendallhunt microsoft robotic studio mars recent initiative apply soa embed system one key feature d simulation tool allow application simulate deployment paper propose ontologybase serviceoriente simulation framework mars add set ontology system ie service ontology workflow ontology entity ontology environment ontology ontology system store relevant information useful compose simulation application item store also cross reference facilitate reusability rapid application composition paper provide detailed case study popular robotic game sumobot use mars illustrate key concept support rapid simulation development ar Arizona State University Simulation Modelling Practice and Theory Journal 0
,"Jia J. scriptbased design humancomputer dialog give scenario english learner  paper present scriptbase approach computerguide dialog generation give topic english student within project csiec computer simulation educational communication interactive webbase humancomputer dialog system use natural language english instruction accomplish drill exam function userrobot communication natural language give topic system integrate range ai technique deep natural language processing planbase decision make knowledge representation reason gui dialog script editor implement order facilitate teacher design script easily application system english class formal evaluation result demonstrate script approach great pedagogical promise language education cp Peking University Proceedings - The 8th IEEE International Conference on Advanced Learning Technologies, ICALT 2008 Conference Proceeding 0"
,Lendvay T. initial validation virtualreality robotic simulator  robotic surgery accept adjunct minimally invasive surgery training restrict console time virtualreality vr simulation show effective laparoscopic training seek validate novel vr robotic simulator american urological association aaa office education approve study subject enrol robotic training course aaa annual meeting underwent skill train da vince drylab module virtualreality robotics module include threedimensional d vr robotic simulator demographic acceptability datum obtain performance metric simulator compare experience nonexperienced roboticist ring transfer task fifteen subjectsfour previous robotic surgery experience withoutparticipate nine subject still urology train nearly half group report play video game overall performance da vince system simulator deem acceptable libert scale rating versus respectively experience subject outperform nonexperienced subject simulator three metric total task time versus p economy motion mm versus mm p time telemanipulator spend outside center platform workspace versus p first demonstration face construct validity virtualreality robotic simulator study assess predictive validity ultimately require support incorporation vr robotic simulation training curriculum ar American Urological Association;Children's Hospital and Regional Medical Center Journal of Robotic Surgery Journal 0
,"Dong Y. selforganize method collaboration multirobot system basis balance principle  analyze operation characteristic two subtask resource dependency paper demonstrate impact progress relation two subtask whole task progress put forward selforganize principle call balance principle keep individual profit robot equal furthermore algorithm design adjust subtask selection basis principle simulation show validity algorithm selforganizing task allocation multirobot system ar College of Electrical Engineering, Zhejiang University Frontiers of Mechanical Engineering in China Journal 0"
,"Samur E. control haptic interface micromachining setup open source realtime system  open source software evolve powerful tool realtime control mechatronic system interest academic purpose promise high flexibility low cost paper investigate performance open source control architecture base linux realtime application interface tai two application haptic interface surgery simulation setup micromachine glass application demand compact realtime system sufficient precision ie low bitter online process control datum acquisition realtime control realize laptop usbport datum acquisition card performance measurement result show high quality realtime control perform kh via usb communication sufficient large range robotic mechatronic application drawback like need considerable knowledge linux internal successful installation well current limitation discuss strategy propose overcome these setup currently use ongoing research well educational purpose cp Ecole Polytechnique FÃ©dÃ©rale de Lausanne 2007 Proceedings of the ASME International Design Engineering Technical Conferences and Computers and Information in Engineering Conference, DETC2007 Conference Proceeding 0"
,Zhaocai D. dynamic modeling flexiblelink planar parallel robot  paper present finite elementbase method dynamic modeling parallel robot flexible link rigid move platform elastic displacement flexible link investigate consider couple effect link due structural flexibility cinematic constraint condition dynamic constraint condition elastic displacement present consider effect distribute mass lump mass shearing deformation bend deformation tensile deformation lateral displacement kinetoelasto dynamic red theory lagrange formula use derive dynamic equation planar flexiblelink parallel robot dynamic behavior flexiblelink planar parallel robot well illustrate numerical simulation planar undersea raiseemhbox smash scriptscriptstyle be rr parallel robot compare result finite element software samcef numerical simulation result show good coherence propose method flexibility link demonstrate significant impact position error orientation error flexiblelink planar parallel robot ar Beijing Aeronautical Manufacturing Technology Research Institute;Beijing University of Technology Frontiers of Mechanical Engineering in China Journal 0
