:INCLUDE?,:doi,:title,:description,:subtype,:coverDate,:publicationName,:authkeywords,:eid,:pii,:pubmed_id,:subtypeDescription,:creator,:afid,:affilname,:affiliation_city,:affiliation_country,:author_count,:author_names,:author_ids,:author_afids,:coverDisplayDate,:issn,:source_id,:eIssn,:aggregationType,:volume,:issueIdentifier,:article_number,:pageRange,:openaccess,:fund_acr,:fund_no,:fund_sponsor,:citedby_count,:YEAR,:URL,:FULL_ARTICLE,:NOTES
SI,10.1109/TLT.2011.28,Using Haptic and Auditory Interaction Tools to Engage Students with Visual Impairments in Robot Programming Activities,"The robotics field represents the integration of multiple facets of computer science and engineering. Robotics-based activities have been shown to encourage K-12 students to consider careers in computing and have even been adopted as part of core computer-science curriculum at a number of universities. Unfortunately, for students with visual impairments, there are still inadequate opportunities made available for teaching basic computing concepts using robotics-based curriculum. This outcome is generally due to the scarcity of accessible interfaces to educational robots and the unfamiliarity of teachers with alternative (e.g., nonvisual) teaching methods. As such, in this paper, we discuss the use of alternative interface modalities to engage students with visual impairments in robotics-based programming activities. We provide an overview of the interaction system and results on a pilot study that engaged nine middle school students with visual impairments during a two-week summer camp. © 2012 IEEE",ar,2012-01-01,IEEE Transactions on Learning Technologies,Education | functional programming | haptic I/O | robotics,2-s2.0-85008525642,,,Article,Howard A.,60021508;60019647,University of Notre Dame;Georgia Institute of Technology,Notre Dame;Atlanta,United States;United States,3,"Howard, Ayanna M.;Park, Chung Hyuk;Remy, Sekou",26643170000;36080995200;23980969400,60019647;60019647;60021508,January/March 2012,19391382,19700167026,,Journal,5,1,,87-95,1,,940146,,30,2012,https://ieeexplore.ieee.org/document/6095498,https://drive.google.com/file/d/1iJOdry1Cff009jcwv2ldPpuc5Ap4L2JG/view?usp=sharing,"Mencionan interfaces especiales para facilitar la programación de robots para chicos con problemas de visión, no sé si hay alguna mención específica a un entorno de programación para robótica educativa.

Sí, mencionan Lego NXT con BricxCC con algunas modificaciones para poder dar feedback a los chicos con problemas de visión. El feedback se puede analizar en 3 formas separadas: al momento de la programación, al momento de la ejecución del programa, y luego de ejecutar el programa. Por lo que cuentan, usaron distintas estrategias en cada caso. 

Es interesante también la evaluación que hicieron con alumnos ciegos. El objetivo es evaluar qué tan bien pueden incorporarlos en las actividades y así motivarlos a meterse en esta disciplina. Separaron la cuestión en cosas objetivas que pueden medir y luego cosas subjetivas (una encuesta, básicamente).
Capaz está bueno para tomar como referencia porque hicieron el experimento con sólo 9 chicos, les dieron a todos el mismo robot pre-armado, cada uno hizo 4 tareas."
NO,10.18848/1835-9795/cgp/v04i01/40322,Analytical learning through robotics and the internet,"Learning computer programming or migrating to a new programming language is often perceived as being difficult. This is partially because the traditional methods of teaching focus more on the memorization of syntax rather than understanding and developing algorithms. Additionally, the traditional tools used to teach programming do little to retain students' attention or increase confidence in their skills. Building upon previous attempts at innovative computer programming strategies to create an environment that engages the student, this paper presents a method of learning programming through the use of robotics and the Internet. The concept revolves around separating language and function, focusing on the application of analytical thinking toward creating algorithms. The Internet is used to provide ubiquity in learning; creating an easily accessible platform that potentially reduces the cost of learning. This method can provide students with a greater understanding of the logic involved in programming than other approaches. This understanding should make it easier to develop unique/complex software or transition to a new programming language. The direction taken in this paper is governed by the notion that programming helps to develop analytical thinking. The method introduced is not meant solely for computer science students, but also the greater technical audience. © Common Ground, Jumie Yuventi, All Rights Reserved.",ar,2012-01-01,Ubiquitous Learning,Algorithms | Analytics | Cloud computing | Computer programming | Internet | Learning | Multi-architecture Web Design | Programming languages | Robotics | Server-side processing,2-s2.0-84875981743,,,Article,Yuventi J.,60012708,Stanford University,Palo Alto,United States,1,"Yuventi, Jumie",55315124800,60012708,2012,18359795,21100236814,,Journal,4,1,,29-42,0,,undefined,,0,2012,https://cgscholar.com/bookstore/works/analytical-learning-through-robotics-and-the-internet,,Excluido por no poder conseguir el paper
NO,10.1109/TE.2012.2182998,A middleware platform for providing mobile and embedded computing instruction to software engineering students,"As embedded software systems have grown in number, complexity, and importance in the modern world, a corresponding need to teach computer science students how to effectively engineer such systems has arisen. Embedded software systems, such as those that control cell phones, aircraft, and medical equipment, are subject to requirements and constraints that are significantly different from those encountered in the standard desktop computing environment. For example, embedded systems must frequently address challenges that arise from severe resource restrictions (e.g., low memory and network bandwidth), heterogeneous hardware platforms, and safety-critical operations. Software architecture has been shown to be an effective means for coping with such issues, yet traditional courses on embedded software development rarely focus on software architectural abstractions. Instead, they have concentrated on lower-level issues such as programming languages and hardware interfaces. Since 2005 at the University of Southern California, Los Angeles, a unique course has been developed that affords students the opportunity to gain experience and insights on developing software architectures for embedded systems. At the heart of the course is a middleware platform, Prism-MW, that helps students use software architectural principles to construct embedded systems and understand the important challenges of the embedded systems domain. This paper describes this course through the explanation and evaluation of four years of class projects, weaving together the course, the middleware platform, and the relationship of each to three key pedagogical goals that drove the formulation of the course curriculum. © 1963-2012 IEEE.",ar,2012-01-27,IEEE Transactions on Education,Glide | mobile computing education | Prism-MW | software architecture | software engineering,2-s2.0-84864646058,,,Article,Mattmann C.,60029311;60018319;60009037;112025537;100466028,University of Southern California;George Mason University;Jet Propulsion Laboratory;Blue Cell Software;Software Engineering,Los Angeles;Fairfax;Pasadena;Los Angeles;El Segundo,United States;United States;United States;United States;United States,5,"Mattmann, Chris A.;Medvidović, Nenad;Malek, Sam;Edwards, George;Banerjee, Somo",8969695400;7003876248;8969695500;7402316866;15922256600,60009037-60029311;60029311;60018319;112025537;100466028,2012,189359,17344,,Journal,55,3,6140611,425-435,0,NSF,CCR-9985441,National Science Foundation,3,2012,https://ieeexplore.ieee.org/document/6140611,https://drive.google.com/file/d/1J6yivb0BqzeQVwIagsSZ4FHKZVju09oL/view?usp=sharing,"No parece mencionar una herramienta para programación de robots. 
La herramienta que usaron Prism-MW parece estar enfocada en el diseño de la arquitectura y no en la programación. Por lo tanto, no sería una herramienta de programación para robótica educativa.
Excluido por eso..."
NO,10.1016/j.robot.2011.11.009,A two-tiered global path planning strategy for limited memory mobile robots,"Multi-robot systems have inherent advantages such as the ability to allocate and redistribute tasks across the team of robots. For multi-robot tasks such as exploration of large environments, some of the available robots may only possess simple embedded controllers with limited memory capacity. However, in some situations these limited robots may be required to perform global path planning to navigate beyond localised regions of the large environment. Global path planning can be problematic for the limited memory robots if they are unable to store the entire map in their local memory. Hence, this paper presents and evaluates a two-tiered path planning technique to permit global path planning. A set of local maps describing the global map is searched using a two-tiered A* algorithm that executes entirely on the limited memory robots. Planning time, data communication and path length are evaluated for various combinations of local and global maps. Employing smaller local map sizes in large global maps is capable of yielding superior or comparable execution times to non-memory constrained planning. © 2011 Elsevier B.V. All rights reserved.",ar,2012-02-01,Robotics and Autonomous Systems,A  algorithm | Global path planning | Limited memory robots | Multi-robot systems,2-s2.0-84855246435,S0921889011002120,,Article,Chand P.,60072022;60002316,University of the South Pacific;Victoria University of Wellington,Suva;Wellington,Fiji;New Zealand,2,"Chand, Praneel;Carnegie, Dale A.",26322293100;8983677200,60072022-60002316;60002316,February 2012,9218890,18079,,Journal,60,2,,309-321,0,,undefined,,13,2012,https://www.sciencedirect.com/science/article/abs/pii/S0921889011002120?via%3Dihub,,Excluido por no educación
NO,10.1109/TE.2011.2155066,Localization of mobile robots using an extended kalman filter in a lEGO NXT,"The inspiration for this paper comes from a successful experiment conducted with students in the Mobile Robots course in the fifth year of the integrated Master's program in the Department of Electrical and Computer Engineering, Faculty of Engineering, University of Porto (FEUP), Porto, Portugal. One of the topics in this Mobile Robots course is Localization of Mobile Robots using the Extended Kalman Filter in a LEGO NXT, which gives the students the opportunity to study the concepts of localization. This experiment comes within the framework of teaching localization concepts in mobile robotics and focuses primarily on explaining the Kalman filter concept. It involves a specific tool developed by the authors and based on LEGO NXT technology. The work presented here could be a helpful guide for teaching concepts related to localization in mobile robotics to ensure adequate understanding of the concept and of the use of the extended Kalman filter (EKF). The LegoFeup robot described here was built using a LEGO Mindstorms NXT and tested both in simulation and in real scenarios. Based on the results obtained, the authors concluded that the developed tool is effective in motivating students. The implementation of the tool, the structure of the Mobile Robots course, and the criteria for student assessment are described in this paper. © 2011 IEEE.",ar,2012-02-01,IEEE Transactions on Education,robot kinematics | robot programming | robot sensing systems | Robots | state estimation,2-s2.0-84857030116,,,Article,Pinto M.,60007249,Universidade do Porto,Porto,Portugal,3,"Pinto, Miguel;Moreira, António Paulo;Matos, Anbal",35956813100;55971638300;7005323018,60007249;60007249;60007249,February 2012,189359,17344,,Journal,55,1,5782966,135-144,0,,undefined,,37,2012,https://ieeexplore.ieee.org/document/5782966,https://drive.google.com/file/d/1gAk4gVGrZRjHhyJY9AJjJ-23YDDFLkfD/view?usp=sharing,"La herramienta propuesta no parece servir para programar robots pero tal vez hacen una mención explícita al entorno de programación de LEGO mindstorms.

Usan Java y mencionan muy al pasar que Labview RoboLab no sirve porque la memoria del Lego se llena con un par de bloques.
Excluido por no usar un lenguaje/herramienta específico de robótica educativa."
NO,10.1007/s13218-011-0148-1,Integration of programming and learning in a control language for autonomous robots,"Zusammenfassung

Durch den zunehmenden Einsatz von Robotern in Alltagsumgebungen wird die Fähigkeit sich durch Lernen an dynamische Umgebungen anzupassen immer wichtiger. Die Robot Learning Language (RoLL) schafft die Grundlage für eine nahtlose Integration von Lernen in Robotersteuerungsprogramme. Sie enthält Konstrukte zum Definieren und automatischen Sammeln von Erfahrungsdaten sowie zum Definieren und Ausführen von Lernproblemen. Durch ihre Modularität kann RoLL mit verschiedenen Lernalgorithmen verwendet werden.",ar,2012-02-01,KI - Kunstliche Intelligenz,,2-s2.0-85087985877,,,Article,Kirsch A.,60117797,"Fakultät für Informatik, Technische Universität München",Garching bei Munchen,Germany,1,"Kirsch, Alexandra",7103318976,60117797,1 February 2012,9331875,21101017166,16101987,Journal,26,1,,79-82,0,,undefined,,0,2012,https://link.springer.com/article/10.1007%2Fs13218-011-0148-1,,Excluido por no estar en inglés o español
NO,10.1007/s10015-011-0996-7,An educational tool for interactive parallel and distributed processing,"In this article we try to describe how the modular interactive tiles system (MITS) can be a valuable tool for introducing students to interactive parallel and distributed processing programming. This is done by providing a handson educational tool that allows a change in the representation of abstract problems related to designing interactive parallel and distributed systems. Indeed, the MITS seems to bring a series of goals into education, such as parallel programming, distributedness, communication protocols, master dependency, software behavioral models, adaptive interactivity, feedback, connectivity, topology, island modeling, and user and multi-user interaction which can rarely be found in other tools. Finally, we introduce the system of modular interactive tiles as a tool for easy, fast, and flexible hands-on exploration of these issues, and through examples we show how to implement interactive parallel and distributed processing with different behavioral software models such as open loop, randomness-based, rule-based, user interaction-based, and AI- and ALife-based software. © 2012 International Symposium on Artificial Life and Robotics (ISAROB).",ar,2012-02-01,Artificial Life and Robotics,Distributed processing | Education | Modular robotics | Playware,2-s2.0-84857498771,,,Article,Pagliarini L.,60011373;112661944,Technical University of Denmark;Accademia di belli arti-Macerata,Lyngby;Macerata,Denmark;Italy,2,"Pagliarini, Luigi;Lund, Henrik Hautop",6602599847;7103197655,60011373-112661944;60011373,February 2012,14335298,144653,16147456,Journal,16,4,,441-447,0,,undefined,,1,2012,https://link.springer.com/article/10.1007%2Fs10015-011-0996-7,,Excluido por no robótica educativa
NO,10.1016/j.robot.2011.07.023,Coupled dynamical system based arm-hand grasping model for learning fast adaptation strategies,"Performing manipulation tasks interactively in real environments requires a high degree of accuracy and stability. At the same time, when one cannot assume a fully deterministic and static environment, one must endow the robot with the ability to react rapidly to sudden changes in the environment. These considerations make the task of reach and grasp difficult to deal with. We follow a Programming by Demonstration (PbD) approach to the problem and take inspiration from the way humans adapt their reach and grasp motions when perturbed. This is in sharp contrast to previous work in PbD that uses unperturbed motions for training the system and then applies perturbation solely during the testing phase. In this work, we record the kinematics of arm and fingers of human subjects during unperturbed and perturbed reach and grasp motions. In the perturbed demonstrations, the target's location is changed suddenly after the onset of the motion. Data show a strong coupling between the hand transport and finger motions. We hypothesize that this coupling enables the subject to seamlessly and rapidly adapt the finger motion in coordination with the hand posture. To endow our robot with this competence, we develop a coupled dynamical system based controller, whereby two dynamical systems driving the hand and finger motions are coupled. This offers a compact encoding for reach-to-grasp motions that ensures fast adaptation with zero latency for re-planning. We show in simulation and on the real iCub robot that this coupling ensures smooth and ""human-like"" motions. We demonstrate the performance of our model under spatial, temporal and grasp type perturbations which show that reaching the target with coordinated handarm motion is necessary for the success of the task. © 2011 Elsevier B.V. All rights reserved.",ar,2012-03-01,Robotics and Autonomous Systems,Fast perturbations | Grasping | Handarm coordination | Manipulation planning | Programming by demonstration,2-s2.0-84856007818,S0921889011001576,,Article,Shukla A.,60028186,Ecole Polytechnique Fédérale de Lausanne,Lausanne,Switzerland,2,"Shukla, Ashwini;Billard, Aude",50462350700;7006389948,60028186;60028186,March 2012,9218890,18079,,Journal,60,3,,424-440,0,FP7,248258,Seventh Framework Programme,40,2012,https://www.sciencedirect.com/science/article/abs/pii/S0921889011001576?via%3Dihub,,Excluido por no educación
NO,10.1145/2133797.2133801,Learning to program with personal robots: Influences on student motivation,"One of the goals of using robots in introductory programming courses is to increase motivation among learners. There have been several types of robots that have been used extensively in the classroom to teach a variety of computer science concepts. A more recently introduced robot designed to teach programming to novice students is the Institute for Personal Robots in Education (IPRE) robot. The author chose to use this robot and study its motivational effects on non-computer science students in a CS0 course. The purpose of this study was to determine whether using the IPRE robots motivates students to learn programming in a CS0 course. After considering various motivational theories and instruments designed to measure motivation, the author used Keller's Instructional Materials Motivation Survey to measure four components of motivation: attention, relevance, confidence, and satisfaction. Additional items were added to the survey, including a set of open-ended questions. The results of this study indicate that the use of these robots had a positive influence on participants' attitudes towards learning to program in a CS0 course, but little or no effect on relevance, confidence, or satisfaction. Results also indicate that although gender and students interests may affect individual components of motivation, gender, technical self-perception, and interest in software development have no bearing on the overall motivational levels of students. © 2012 ACM 1946-6226/2012/03-ART4 $10.00.",ar,2012-03-01,ACM Transactions on Computing Education,Experimentation | Human Factors | Languages,2-s2.0-84859416463,,,Article,McGill M.M.,60003694,Bradley University,Peoria,United States,1,"McGill, Monica M.",34977353200,60003694,March 2012,19466226,19700183047,,Journal,12,1,4,,0,,undefined,,73,2012,https://dl.acm.org/doi/10.1145/2133797.2133801,https://drive.google.com/file/d/1xyPVEUzbaRIgFli6uPENm7YfhFRkPTdT/view?usp=sharing,"No parece mencionar una herramienta para programación de robots, pero puede ser útil para justificar la ""importancia del tema"" porque en las conclusiones mencionan los beneficios en la motivación de los alumnos

Excluido porque usan python en lugar de un entorno para robótica educativa. Son interesantes igual los resultados del estudio. En resumen, no parece haber un efecto positivo en la motivación de los alumnos cuando usan robots en un curso introductorio de programación. En el caso de los alumnos que ya tenían un interés previo en el tema este interés se incrementó pero no cambió la opinión de los que no tenían interés (o tenían interés bajo)"
NO,10.1016/j.robot.2011.07.022,A 3D shape segmentation approach for robot grasping by parts,"Neuro-psychological findings have shown that human perception of objects is based on part decomposition. Most objects are made of multiple parts which are likely to be the entities actually involved in grasp affordances. Therefore, automatic object recognition and robot grasping should take advantage from 3D shape segmentation. This paper presents an approach toward planning robot grasps across similar objects by part correspondence. The novelty of the method lies in the topological decomposition of objects that enables high-level semantic grasp planning. In particular, given a 3D model of an object, the representation is initially segmented by computing its Reeb graph. Then, automatic object recognition and part annotation are performed by applying a shape retrieval algorithm. After the recognition phase, queries are accepted for planning grasps on individual parts of the object. Finally, a robot grasp planner is invoked for finding stable grasps on the selected part of the object. Grasps are evaluated according to a widely used quality measure. Experiments performed in a simulated environment on a reasonably large dataset show the potential of topological segmentation to highlight candidate parts suitable for grasping. © 2011 Elsevier B.V. All rights reserved.",ar,2012-03-01,Robotics and Autonomous Systems,Grasping | Object recognition | Shape segmentation,2-s2.0-84856009347,S0921889011001552,,Article,Aleotti J.,60004969,Università di Parma,Parma,Italy,2,"Aleotti, Jacopo;Caselli, Stefano",23026542300;7004694361,60004969;60004969,March 2012,9218890,18079,,Journal,60,3,,358-366,0,,undefined,,32,2012,https://www.sciencedirect.com/science/article/abs/pii/S0921889011001552?via%3Dihub,,Excluido por no educación
SI,10.1007/s00779-011-0404-2,Tangible interaction and learning: The case for a hybrid approach,"Research involving tangible interaction and children has often focused on how tangibles might support or improve learning compared to more traditional methods. In this paper, we review three of our research studies involving tangible computer programming that have addressed this question in a variety of learning environments with a diverse population of children. Through these studies, we identify situations in which tangible interaction seems to offer advantages for learning; however, we have also identify situations in which tangible interaction proves less useful and an alternative interaction style provides a more appropriate medium for learning. Thus, we advocate for a hybrid approach-one that offers teachers and learners the flexibility to select the most appropriate interaction style to meet the needs of a specific situation. © Springer-Verlag London Limited 2011.",ar,2012-04-01,Personal and Ubiquitous Computing,Children | Computer programming | Education | Hybrid tangible interface | Robotics | Tangible interaction | TUIs,2-s2.0-84860883413,,,Article,Horn M.,60023143;60007363,Tufts University;Northwestern University,Medford;Evanston,United States;United States,3,"Horn, Michael S.;Crouser, R. Jordan;Bers, Marina U.",35931772700;24773306500;57203655429,60007363;60023143;60023143,April 2012,16174909,22315,,Journal,16,4,,379-389,0,NSF,DRL-0735657,National Science Foundation,131,2012,https://link.springer.com/article/10.1007%2Fs00779-011-0404-2,https://drive.google.com/file/d/1qTADn7iZSXAtzVoVlttHbkX7nDh0-6Pc/view?usp=sharing,Mencionan ventajas y desventajas (interesante) de la programación tangible. Acá puede servir para justificar porqué no fuimos para ese lado (además de que parece ser muy limitada y más para chicos chicos esa interfaz de programación)
NO,10.1007/s10846-011-9606-0,Reasoning with qualitative positional information for domestic domains in the situation calculus,"In this paper, we present a thorough integration of qualitative representations and reasoning for positional information for domestic service robotics domains into our high-level robot control. In domestic settings for service robots like in the RoboCup@Home competitions, complex tasks such as ""get the cup from the kitchen and bring it to the living room"" or ""find me this and that object in the apartment"" have to be accomplished. At these competitions the robots may only be instructed by natural language. As humans use qualitative concepts such as ""near"" or ""far"", the robot needs to cope with them, too. For our domestic robot, we use the robot programming and plan language Readylog, our variant of Golog. In previous work we extended the action language Golog, which was developed for the high-level control of agents and robots, with fuzzy set-based qualitative concepts. We now extend our framework to positional fuzzy fluents with an associated positional context called frames. With that and our underlying reasoning mechanism we can transform qualitative positional information from one context to another to account for changes in context such as the point of view or the scale. We demonstrate how qualitative positional fluents based on a fuzzy set semantics can be deployed in domestic domains and showcase how reasoning with these qualitative notions can seamlessly be applied to a fetch-and-carry task in a RoboCup@Home scenario. © 2011 Springer Science+Business Media B.V.",ar,2012-04-01,Journal of Intelligent and Robotic Systems: Theory and Applications,Domestic service robotics | Fuzzy sets | Golog | Qualitative spatial representation | Reasoning | Situation calculus,2-s2.0-84857790586,,,Article,Schiffer S.,60016653,Rheinisch-Westfälische Technische Hochschule Aachen,Aachen,Germany,3,"Schiffer, Stefan;Ferrein, Alexander;Lakemeyer, Gerhard",23096259200;8882768600;6603571701,60016653;60016653;60016653,April 2012,9210296,24360,15730409,Journal,66,1-2,,273-300,0,,SUA 07/031,Alexander von Humboldt-Stiftung,33,2012,https://link.springer.com/article/10.1007%2Fs10846-011-9606-0,,Excluido por no robótica educativa
